text,label
Fauci Says Vaccine Might Be Ready By Late 2020,0
New Study Suggests Crucial Role for Lymphocytes in Asymptomatic COVID-19 Infection,0
Learn to Spot Fake Health News with These 5 Tips,0
COVID-19 Vaccine Will Probably Require Two Doses,0
"The U.S. “went from 75,000 flu deaths last year in America to almost 0”; are there “allocation games being played to manipulate the truth?”",1
Interim Guidance for Emergency Medical Services (EMS) Systems and 911 Public Safety Answering Points (PSAPs) for COVID-19 in the United States,0
Flushing a Public Toilet? Be Sure to Wear a Mask,0
Rapid Adaptation of HIV Treatment Programs in Response to COVID-19 - Namibia,0
Half of Pediatricians Dismiss Anti-Vaccine Families,0
Social media posts shared thousands of times attribute comments criticizing coronavirus measures to Fox News host Tucker Carlson.,1
Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,1
FDA Says You Should Avoid These 9 Hand Sanitizers That Contain Toxic Methanol,0
Can antibiotics treat COVID-19 (coronavirus) plus other,0
COVID-19 Graphics and Buttons,0
Germs at the Gym: How to Work Out Without Worry,0
COVID-19: Can we tackle the root cause of inflammation?,0
Bill Gates has access to your DNA and ownership in WHO.,1
Less Than 10% of Americans Have COVID Antibodies,0
Exposure to Common Cold Coronaviruses Can Teach the Immune System to Recognize SARS-CoV-2,0
COMMENTARY: Treating Liver Disease During COVID-19: New Recommendations,0
Colleges Already Canceling Spring Break,0
Research Use Only CDC Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay Real-Time RT-PCR Primers and Probes,0
Mosques are allowed to stay open during pandemic in the United States but churches are not.,1
7 alternatives to toilet paper,0
"COVID-19 Daily: Doc Suspended, No More Advance Medicare Pay",0
"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""",0
Post says Òpeople of color may be immune to the coronavirus because of melanin.Ó,1
Environmental Health Practitioners,0
What COVID Means To Those Who Can't Work At Home,0
"GLOBAL NEWS: Busting myths on alcohol and COVID-19""",0
6 Feet May Not Be Enough: Wind May Carry Coronavirus Farther,0
President Barack Obama Òwaited six months to call swine flu an emergency after thousands died.Ó,1
COVID-19: Vaccine trials and antibody testing provide fresh,0
CDC’s role in helping cruise ship travelers during the COVID-19 pandemic,0
Respiratory viruses may spread via airborne dust,0
Congress included include a raise for themselves in the coronavirus stimulus package.,1
Hand washing advice for people with skin conditions,0
Many Daycare Centers Don’t Require Kids or Adults to Get Flu Shots,0
No evidence that 5G is being forcibly installed in schools.,1
Alternative Care Sites,0
Large-scale Geographic Seroprevalence Surveys,0
Black Doctors Aim to Make COVID Testing Equitable,0
United States the only country on Earth that is protesting being on lockdown amid the coronavirus outbreak.,1
Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.,1
Worried About Weight Gain During COVID-19? You’re Not Alone,0
Four Dead From Swallowing Hand Sanitizer,0
How tissues harm themselves during wound healing,0
A Facebook post shared thousands of times claims the United States has reached herd immunity for COVID-19.,1
Do All Seniors Need Same Coronavirus Precautions?,0
How One Nursing Home Stopped a COVID-19 Outbreak,0
Patients on Steroids With COVID-19 Might Need Rescue Steroids,0
New COVID-19 antibody test may reflect virus immunity more,0
"COVID-19 Guidance for Ophthalmologists (AAO, 2020)",0
"Neurologists Dust Off Their Stethoscopes, Join COVID Frontlines",0
Did COVID-19 Cancel Thanksgiving? What to Know About Holiday Travel During the Pandemic,0
"Screening for SARS-CoV-2 Infection Within a Psychiatric Hospital and Considerations for Limiting Transmission Within Residential Psychiatric Facilities - Wyoming, 2020",0
Coronavirus Crisis Has Fewer Kids Getting Vaccines,0
Stress and Coping,0
What to Know About COVID-19 and Strokes,0
Excess Cancer Deaths Predicted as Care Disrupted by COVID-19,0
How to Tell If the Hand Sanitizer You’re Buying Is Safe and Actually Works,0
FDA Warns Against Malaria Drugs to Treat COVID-19,0
Strategies for Optimizing Supply of N95 Respirators,0
9 in 10 Americans Not Yet Exposed to COVID,0
U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC,0
U.S. Spread of COVID-19 Likely Began in January,0
Risk Factors for Death From COVID-19 Identified,0
When the Fight Against COVID-19 Is at Home,0
What Coronavirus Precautions Do You Really Need?,0
What Is 'Contact Tracing' and How Does it Work?,0
Rapid 90-Minute COVID-19 Test Shown to Be Highly Accurate,0
"Donald Trump claims Joe Biden Òwas in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings and a 78% approval rating, the highest on record. His was lowest!Ó",1
FAQs for Correctional and Detention Facilities,0
"No Music, No Sports: Why It’s Important to Cancel Public Events Amid COVID-19 Outbreak",0
COMMENTARY: How 'Surge Staffing' Can Bring in the Cavalry to Fight COVID-19,0
Why Hanging Out at a Bar During the Pandemic Is a Terrible Idea,0
COVID-19 in Racial and Ethnic Minority Groups,0
"“Florida, Georgia,Idaho, South Dakota & Tennessee are now mask free!!!”",1
Neutralizing Antibodies Isolated from COVID-19 Patients May Suppress Virus,0
Ò59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.Ó,1
Untreated High Blood Pressure a Growing Problem,0
An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people citing an interview he gave.,1
Stay on Angiotensin Drugs' Still the Message as Trials Begin,0
Cristiano Ronaldo bought private island to escape coronavirus.,1
COVID-19 Triggers New Bariatric/Metabolic Surgery Guidance,0
COVID-19 emergency measures 'made a profound difference',0
NYC Hospitals Require In-Person Presence for Telehealth Work,0
“The ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars.,1
Antiviral remdesivir prevents disease progression in monkeys with COVID-19,0
33% of Parents Won't Get Flu Shots for Their Kids,0
Air pollution may affect the lethality of COVID-19,0
Claim that Sarah Huckabee Sanders tweeted “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”,1
Community Mitigation,0
Study suggests malaria drug can treat coronavirus.,1
"COVID-19 Vaccine Candidate Shows Promise, Research Shows",0
"Convalescent plasma associated with reduced COVID-19 mortality in 35,000-plus hospitalized patients",0
A photo showing UgandaÕs first case of COVID-19.,1
Best available evidence supports physical distancing and face,0
How Alcohol Can Affect Your Immune System,0
A Democratic attack ad said Trump shipped 17 tons of medical supplies to China.,1
"Trump campaign ad is mostly right on provisions in Pelosi’s coronavirus bill""",0
Early Release: COVID-19 in a Correctional Facility Employee Following Multiple Brief Exposures to Persons with COVID-19 - Vermont,0
Joe DiffieÕs death was labeled Òas a COVID-19 death and it wasnÕt!Ó,1
Information for Pediatric Healthcare Providers,0
Strategies for Optimizing the Supply of Isolation Gowns,0
"Notes from the Field: Characteristics of Meat Processing Facility Workers with Confirmed SARS-CoV-2 Infection - Nebraska, April-May 2020",0
Guidance for Building Water Systems,0
Characteristics Associated with Adults Remembering to Wash Hands in Multiple Situations Before and During the COVID-19 Pandemic - United States,0
Testing Data in the U.S.,0
“Plandemic” vignette featuring Judy Mikovits claims that coronavirus is manmade; that flu vaccine increases risk of COVID-19; that hydroxychloroquine is effective for treating COVID-19.,1
New Study of Diabetes Drug for COVID-19 Raises Eyebrows,0
Missouri Governor and Wife Test Positive for COVID,0
Coronavirus Rumor Mill Rampant With Bogus News,0
What It’s Like to Be an ER Doctor During the Coronavirus Outbreak,0
DVT Clots Strike Critically Ill COVID-19 Patients,0
Major Drugmakers Join Forces on COVID-19 Vaccine,0
Virus Found in Semen of COVID-19 Survivors,0
14 Members of the Miami Marlins Test Positive,0
Black Children Hit Especially Hard by COVID-19,0
Obesity Raises the Risk of COVID-19 Complications,0
Americans More Stressed by COVID Than Other Nations,0
Candace Owens claimed that the U.S. is not losing “tons more lives” in 2020 compared to 2019 and that the “increase [in mortality in 2020 is] virtually non-existent”.,1
Novavax Reports Encouraging Vaccine Results,0
Commentary: Cardiology in the Time of COVID-19,0
COVID-19 Has Taken Away the Village: How New Parents Can Cope,0
ASE Issues Echocardiography Guidance Amid COVID-19 Pandemic,0
"Up to 50,000 Kids May Be Hospitalized With COVID",0
China Vaccinates Thousands with Unproven Doses,0
What are the effects of COVID-19 on the lungs?,0
Hays County in Central Texas has seen an “incredible 845% increase in (COVID-19) cases since June 7.”,0
Telephone vs Telemedicine: Code and Bill Correctly During COVID-19,0
FDA Publishes Vaccine Rules Opposed by White House,0
Coronavirus (COVID-19) Media Information,0
President Donald Trump in the next 48 to 72 hours will impose a nationwide Òmandatory quarantine.Ó,1
San Francisco Has the Lowest COVID-19 Death Rate: What Other Cities Can Learn,0
Children and Coronavirus Disease 2019 (COVID-19): Tips to keep children healthy while school’s out,0
Multiple COVID-19 Clusters on a University Campus - North Carolina,0
Expert U.S. panel develops NIH treatment guidelines for COVID-19,0
"CEOs got advance notice of COVID, then resigned to dump stock.",1
Clotting Tied to COVID-19 May Harm the Placenta,0
Considerations for Restaurants and Bars,0
"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced; vaccines are a cause of sudden infant death syndrome",1
Aerosol Scientist: COVID-19 Is Likely Airborne,0
Patriots Quarterback Cam Newton Tests Positive,0
Why 1 in 4 Parents Are Hesitant to Have Their Children Vaccinated Against the Flu,0
A Closer Look at Joe Biden's Health,0
"Yes, Africans are being evicted in China amid fear of second COVID-19 wave""",0
FDA Warns to Watch for Fake COVID-19 Tests,0
Operational Considerations for Personal Protective Equipment in the Context of Global Supply Shortages for Coronavirus Disease 2019 (COVID-19) Pandemic: non-US Healthcare Settings,0
K-12 Schools and Childcare Programs,0
260 Teachers Infected in GA’s Largest District,0
"Coronavirus Daily Digest: April 10, 2020",0
Dentists Push Back on WHO's Call to Delay Check-ups,0
COVID-19 Linked to Increased Risk of Preterm Births,0
Healthcare Personnel and First Responders: How to Cope with Stress and Build Resilience During the COVID-19 Pandemic,0
Considerations for Outdoor Learning Gardens and Community Gardens,0
Can COVID-19 Cause Diabetes?,0
Javits Center Field Hospital to Shut Down,0
New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.,1
COMMENTARY: A Neurologist Over 60 Looks at COVID-19,0
COVID-19 liver damage may be more common than,0
How does risk vary for Black and Asian patients with COVID-19?,0
Republican governors took longer in making masks a ,0
FDA OKs Ventilator Sharing,0
"Did Pritzker lack authority to postpone the Illinois primary?""",0
"Coronavirus Daily Digest: April 17, 2020",0
COVID-19 Contact Tracing Communications Graphics,0
Scientists propose cheap and accessible test for mask,0
ÒHair weave and lace fronts manufactured in China may contain the coronavirus.Ó,1
Music Icon John Prine Dies from Coronavirus,0
"Bars in LA, Beaches in Florida Close for July 4",0
"Americans at Unhappiest Level in 50 Years, Study Says",0
Coronavirus Outbreak: Live Updates,0
Players Express Concern As NBA Eyes Restart,0
Coronavirus and NSAIDs: What Experts Say,0
"A cluster of COVID-19 in Beijing, People’s Republic of China",0
"Notre Dame, Michigan State Go to On-line Classes",0
People with Cancer Have to Choose Between Treatment and COVID-19 Risks,0
The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,1
CDC Extends No Sail Order for Cruise Ships,0
COMMENTARY: COVID-Positive: A Physician's Diary,0
“With retail people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.,0
Medical Helpline Calls Soar as COVID-19 Spreads,0
What Changing Death Rates Tell Us About COVID-19,0
Outpatient COVID-19 Clues,0
FDA Approved Drugs Show Promise Against COVID-19,0
"Some fast-food chains turn away truckers at drive-thru windows. One has offered a solution""",0
"An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.",1
Popping bubble wrap exposes people to coronavirus.,1
Excess Cancer Deaths Predicted as Care Disrupted by COVID-19,0
A photo shared thousands of times on Facebook claims to show the throat of a novel coronavirus patient.,1
How the COVID-19 Outbreak in the U.S. May Unfold in the Coming Days,0
COVID-19: Doctors round up evidence of damage outside the,0
Can Air Conditioning Spread COVID-19? Probably Not,0
Man Serenades Seniors During Coronavirus Lockdown,0
Adoption of Strategies to Mitigate Transmission of COVID-19 During a Statewide Primary Election - Delaware,0
Toolkit for Retirement Communities,0
COVID-19 and Diabetes: Known Mechanisms and a 'New Beast'?,0
COMMENTARY: COVID-19 Diary Day 2: Insomnia -- The Mark of Medical Practice,0
Travelers Prohibited from Entry to the United States,0
Scientists Find Source of COVID Clots,0
Why People Under 40 Aren’t Making It a Priority to Get a Flu Shot,0
CDC Discourages Many Halloween Activities,0
Mask Up! Don't Let Down Your Guard Against COVID-19,0
Considerations for Outdoor Farmers Markets,0
End Ban on Cornea Donations from Gay Men: Study,0
Two Rare Neurologic Conditions Linked to COVID-19,0
Miami-Dade Rolls Back Openings,0
Flu Study Highlights Difficulty of Achieving COVID-19 'Herd Immunity',0
"COVID-19 will eventually become seasonal, researchers predict",0
"WHO Europe: preventing COVID-19 spread in prisons""",0
Neck Gaiters May Protect Against COVID-19 Spread,0
Keep Calm: Under 25s With Diabetes Not Hospitalized Due to COVID-19,0
Italian Oncologist's Cautionary Advice on COVID-19 for US Centers,0
Coronavirus home remedies: Treatment options and when to,0
How COVID-19 Is Impacting Men’s Mental Health Differently,0
Can You Have a Second Wave of COVID-19 If the First Never Ended?,0
New Human Trials of COVID-19 Antibody Treatment,0
CDC Posted Test Guideline Without Scientific Review,0
COVID-19 case numbers in the U.S. are inflated due to the high sensitivity of the RT-PCR diagnostic test,1
NIH awards contracts to develop innovative digital health technologies for COVID-19,0
Dry heat can effectively sanitize N95 masks,0
Prisoners Nearly 6 Times More Likely to Get COVID,0
Malaria Discovery Could Expedite Antiviral Treatment for COVID-19,0
American Vice-President Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,1
“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,0
Halloween and COVID-19: A safety guide,0
Mayo hospitals again receive ‘A’ grades for patient safety,0
"COVID-19: Centenarian Survives, High-Risk Blood Types",0
"Children’s story book released to help children and young people cope with COVID-19""",0
ÒQueen Elizabeth tests positive for COVID-19.Ó,1
PA’s COVID-19 Restrictions Ruled Unconstitutional,0
COVID-19 Response Highlights,0
Researchers: COVID Clinical Trials Lack Diversity,0
"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",1
Report: Trump Downplayed COVID Threat,0
Coronavirus Found in Semen: Can It Be Sexually Transmitted?,0
"Nitric Oxide a Possible Treatment for COVID-19, Study Finds",0
COVID-19 Survivors Share How to Recover During Pandemic,0
Even mild COVID-19 may produce long lasting immunity,0
Case Series of Multisystem Inflammatory Syndrome in Adults Associated with SARS-CoV-2 Infection - United Kingdom and United States,0
List Requirements for Protecting Health Information,0
Critics Lead Gilead to Drop Coronavirus Drug Status,0
WebMD Doctors: Don't Ingest or Inject Disinfectant,0
Migration and Border Health,0
If you paid rent in March or April in the United States “they got to give” you your money back.,1
Wuhan study shows lying face down improves breathing in severe COVID-19,0
FDA Issues Warning for Hand Sanitizer in Food Packaging,0
'Anti-Vaxx' Movement Shifts Focus to Civil Liberties,0
Global COVID-19,0
Teacher’s Union Backs Localized ‘Safety Strikes’,0
Defiant Crowds Prompt Miami Beach Park Closure,0
COVID-19Surge,0
U.S. Cases Spike as COVID Kills Every 107 Seconds,0
Travelers from Countries with Widespread Sustained (Ongoing) Transmission Arriving in the United States,0
Trump campaign video suggesting Trump’s travel restrictions on China saved 2 million lives.,1
"Even If Hips, Legs Slims Down, Belly Fat a Danger",0
Scientists Identify Potential Targets for Immune Responses to Novel Coronavirus,0
COVID & Social Distancing: Is 6 Feet Enough?,0
Curbing COVID Had Benefit for Asthma Patients,0
U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyoneÕs calls and see everyoneÕs private messages.,1
"Survival of Coronavirus in Different Cities, on Different Surfaces",0
"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the “Wuhan lab in 2015.”",1
Severe COVID-19 Might Injure the Heart,0
An article that has been widely shared on social media warns healthy people against wearing face masks during the COVID-19 pandemic citing alleged risks,1
?rump said ?undreds?of governors are calling him? we only have 50.?,1
As Many as 80 Percent of People with COVID-19 Aren’t Aware They Have the Virus,0
Is the flu contagious?,0
Posts claim that the speaker of the Winsconsin state assembly Robin Vos wore protective gear that Òelection workers he forced to work É do not have.Ó,1
Coronavirus research: Woman with no symptoms infects five people,0
EPA Adds to List of Coronavirus-Fighting Cleaners,0
Delirium Is New Risk for COVID-19 Patients,0
FDA Authorizes Convalescent Plasma for COVID-19,0
The Recovery Room: News beyond the pandemic,0
COVID-19 Crisis Exposes Resident Abuse,0
"Mouthwashes Could Reduce the Risk of Coronavirus Transmission, Study Shows",0
Is Apathy an Early Sign of Dementia?,0
First COVID-19 Death Linked to Sturgis Rally,0
Coronaviruses: How long can they survive on surfaces?,0
Sudden Loss of Taste and Smell Should Be Part of COVID-19 Screen,0
Control of COVID-19 in Nursing Homes Guidelines (2020),0
"Cuddling Brings Two Minds Together, Study Reveals",0
Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home breaking her own stay-at-home orders.,1
Depression Symptoms 3 Times Higher During COVID-19 Lockdown,0
Innovative air filter could effectively kill SARS-CoV-2,0
"Coronavirus Is Aerosolized Through Talking, Exhalation",0
Smokers Hospitalized Less Often for COVID-19,0
How ‘Just Meeting a Few Friends’ Can Become a Superspreader Event,0
"A meme shows an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above barren shelves during the ongoing COVID-19 pandemic.",1
NIH-Moderna investigational COVID-19 vaccine shows promise in mouse studies,0
“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,1
Guidance for Institutions of Higher Education with Students Participating in International Travel or Study Abroad Programs,0
How Many More Will Die From Fear of the Coronavirus?,0
COVID-19: Less than 10% of US population developed,0
Florida Sets COVID-19 Death Record,0
COVID-19 is a hoax or scapegoat for economic disaster.,1
Brazilian President Bolsonaro Tests Positive,0
Contact Tracing,0
State Lines Erased for Doctors During COVID-19,0
"New FDA Guidelines for Rapid, At-Home Testing",0
Doctors Now Can Work Across State Lines in COVID-19 Crisis,0
Should the FDA Have Approved Remdesivir to Treat COVID-19 Patients?,0
WHO welcomes a contribution of US$ 90 million from The Kingdom of Saudi Arabia to support its COVID-19 global response,0
ÒFish tank additive may treat coronavirus.Ó,1
Discussing COVID-19 and hypertension,0
"Coronavirus Social: Babies Shouldn't Wear Masks, Experts Warn",0
Deployment Processes: COVID-19 Considerations,0
Wearing a Mask Can Help Us Get Out of Lockdown Safely,0
COVIDView Summary ending on April 18,0
CDC Requests Plans for COVID-19 Vaccine Distribution,0
Mayo Clinic to protect staff pay during COVID-19 pandemic response,0
"Zuckerberg, Gates Give Millions to COVID-19 Fight",0
Inhaler Use Up During Coronavirus Pandemic,0
Strategies for Optimizing Supply of N95 Respirators,0
Rapid Infectious Disease Shifts in Chinese Children and Adolescents Prior to COVID-19,0
Identify the Primary Components of COVID-19 Case Investigation,0
“In a very real sense (Oklahoma has) flattened the curve. … The number of cases in Oklahoma — it’s declined precipitously.”,1
"The novel coronavirus contains ÒpShuttle-SNÓ sequence, proving laboratory origin.",1
Coding for Coronavirus: NEW Guidance Replaces Rule of 1 Month Ago,0
Inhaled Nitric Oxide Explored for COVID-19 Oxygenation,0
"WebMD Poll: Health Care, Pandemic Important to Voters",0
Whether coronavirus began with man having sex with a bat.,1
Interim Guidance for Implementing Home Care of People Not Requiring Hospitalization for Coronavirus Disease 2019 (COVID-19),0
Task Force: Screen for Colon Cancer at Age 45,0
Majority Want Virus Curbed Over Economy Reopening,0
Empty hospital lots and waiting rooms are indicative of a coronavirus hoax.,1
What Law Enforcement Personnel Need to Know about Coronavirus Disease 2019 (COVID-19),0
Why COVID-19 is Hitting Men Harder Than Women,0
President Donald Trump referred to the coronavirus as a ÒhoaxÓ or Òpolitical conspiracy.Ó,1
"Viral, Antibody Test Number Policy Sows Confusion",0
Homemade Masks Do a Great Job Blocking COVID-19,0
Pfizer: COVID-19 Vaccine Could Arrive in October,0
Containing COVID-19 Is Our Highest Priority,0
Hospitals Set to Defy FDA’s COVID Plasma Directive,0
What Medications to Get to Prep for a Coronavirus Infection,0
FAQs about Hand Hygiene for Healthcare Personnel,0
Trump Administration Broadens Eviction Protections,0
A different kind of outbreak,0
20% of US COVID-19 Deaths Were Young Adults,0
"WHO statement on cases of COVID-19 surpassing 100 000""",0
Is a Hotel a Safe Place During COVID-19? Here’s What to Look For,0
"The federal government is Òpreparing to mobilize the national guard,Ó Òdispatch them across the US with militaryÓ and Òannounce a nationwide 1 week quarantine for all citizens.Ó",1
Analyze Contact Tracing Encounters for Continuous Quality Improvement,0
NIH study validates decontamination methods for re-use of N95 respirators,0
Suggestion that Trump urged sick people to get out and vote during COVID-19 pandemic.,1
Cocaine kills the coronavirus.,1
Want to Sign Up for a COVID-19 Vaccine Trial? Here’s What to Know,0
COVID-19: Over 80% of young people may show no symptoms,0
The Food and Drug Administration (FDA) authorized BodysphereÕs two-minute COVID-19 testing kit.,1
"How the Utah Jazz got 58 coronavirus tests when US testing is sluggish""",0
Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers,0
Accuracy of COVID-19 Antibody Tests Varies Widely,0
Rare mutations reveal more about COVID-19 and the immune,0
Trump: Social Distancing Efforts Won’t Last Months,0
The government is closing businesses to stop the spread of coronavirus even though Òthe numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ÉÓ,1
Poll: Most Educators Wary of Fall School Reopening,0
Wearing a Mask May Reduce How Sick You Get from COVID-19,0
Coronavirus Is Bad but US Flu's New Numbers Still Far Worse,0
COVID-19 Guidance for Shared or Congregate Housing,0
Las Vegas May Be ‘Super Spreader’ Hotspot,0
IDSA: No Recommendations for COVID-19 Treatment for Now,0
"Can the New Coronavirus Be Transmitted by Frozen Foods? Unlikely, Experts Say",0
"ÒIf you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.Ó",1
Bill Gates’ coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus.,1
Open Burning during the COVID-19 Pandemic,0
Public Attitudes Behaviors and Beliefs Related to COVID-19 Stay-at-Home Orders Nonessential Business Closures and Public Health Guidance — United States  New York City and Los Angeles May 5–12 2020,0
Dr. Robert R. Redfield Statement on SARS-CoV-2 infections,0
COVID Means Money Issues for Many With Diabetes,0
Elastomeric Respirators: Strategies During Conventional and Surge Demand Situations,0
A video shows British Prime Minister Boris Johnson serving journalists tea after recovering from COVID-19.,1
NYT invented the video of a doctor fighting coronavirus in hospital.,1
Many Child Care Centers Don't Require Flu Shots,0
"CDC Forecasts Up to 11,000 Deaths Weekly in August",0
A “Double Bubble” Strategy Can Help During COVID-19: Here’s How to Do It Properly,0
Quarantine Urged for Lake of the Ozarks Partiers,0
Support for Veterans,0
SARS-CoV-2: How a person's immune system defeated the virus,0
How Long Does Immunity Last After COVID-19? What We Know,0
Physicians Push Back on Treating COVID-19 as HAPE,0
Considerations for Optimizing the Supply of Powered Air-Purifying Respirators (PAPRs),0
Trending Clinical Topic: Ventilators,0
Coronavirus transmission: How it spreads and how to avoid it,0
This Year's Flu Season Taking Deadly Aim at Kids,0
Other At-Risk Populations,0
Beware of False Negatives in Diagnostic Testing of COVID-19,0
“If we stopped testing right now we’d have very few cases if any.”,1
COVID-19: Low Risk of Coronavirus Spreading Through Tears,0
COVID-19 Drug Development Could Benefit from Approach Used Against Flu,0
CDC COVID-19 Global Response,0
What to Expect If a COVID-19 Contact Tracer Calls You,0
Senate Majority leader Mitch Connell said the Obama administration left no game plan for a pandemic.,1
Many Seniors With Heart Failure Take 10-plus Meds,0
Photo shows a man wearing a Ògovernment issued Saint Laurent hazardous materials suit.Ó,1
How Flu and HIV Meds May Help Fight the New Coronavirus,0
What It’s Like to Have a ‘Mild’ Case of COVID-19,0
ÒMy wife is suffering from coronavirus and she is pregnant. The doctor said she wonÕt survive it.Ó,1
Massachusetts Community Mitigation,0
Portable Lab You Plug Into Your Phone Can Diagnose Illnesses Like Coronavirus,0
CDC Director Dr. Robert R. Redfield and HHS Chief Information Officer Jose Arrieta Remarks on HHS Protect,0
"COVID Death Toll Hits 200,000 in the U.S.",0
"Could COVID-19 Someday Become Seasonal, Like Flu?",0
‘Secondary Victims’: Families of People Who Died from COVID-19 Talk About Their Anguish,0
What treatments are there for the novel coronavirus (COVID,0
What MNT's experts want you to know about COVID-19,0
Why the Next Few Days Will Be Critical for Trump’s COVID-19 Recovery,0
Personal and Social Activities,0
Worldwide Number of COVID-19 Cases Over 1 Million,0
Experts Come Up with Plan for Who Gets the COVID-19 Vaccine First,0
L.A. Mayor: All Residents Must Wear Masks,0
Type 1 Interferon Deficiency: Biomarker of Patients at Risk of Severe COVID-19,0
A protein that helps to fight viruses can also block lung damage repair,0
Guidance for Handlers of Service and Therapy Animals,0
Many U.S. Homes Too Cramped to Stop COVID's Spread,0
Toxic Methanol in Hand Sanitizers: Poisonings Continue,0
Toolkit for Community and Faith-Based Organizations,0
CDC admitted to lying about COVID-19 death stats.,1
"Algeria’s COVID-19 hotline props up rapid response""",0
All Residents at Kansas Nursing Home Have COVID-19,0
Training for Healthcare Professionals,0
Unexpected Ways the COVID-19 Vaccine May Be Delayed,0
Characteristics and Maternal and Birth Outcomes of Hospitalized Pregnant Women with Laboratory-Confirmed COVID-19 - COVID-NET,0
Don't Expect a Baby Boom After Pandemic Lockdowns,0
A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and “demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G networks”.,1
Immunoprotein Impairs SARS-CoV-2,0
Financial Resources,0
Radiologists Describe Coronavirus Imaging Features,0
Pangolins May Hold Clues to How COVID-19 Began,0
Hospitals Put to Test as COVID-19 Strains ICUs,0
"Tom Hanks died, confessed admiration for Trump.",1
COVID-19 Mathematical Modeling,0
COVID-19 Prompts 'Lifesaving' Policy Change for Opioid Addiction,0
Mouthwash may reduce spread of the new coronavirus,0
CDC Announces Modifications and Extension of No Sail Order for All Cruise Ships,0
"Lessons from the Spanish Flu: Early Restrictions Lowered Disease, Mortality Rates",0
Impact of COVID-19 on people's livelihoods their health and our food systems,0
COVID-19 Is Causing Food Shortages. Here’s How to Manage,0
"Speaking of his restriction on travel from China, President Donald Trump claims",1
Could Robots Be Deployed in Battle With COVID-19?,0
Independent evaluation of global COVID-19 response announced,0
When to wear gloves,0
Posts shared thousands of times on social media list a number of adverse health effects linked to wearing face masks.,1
Researchers Identify a Protein That May Help SARS-CoV-2 Spread Rapidly Through Cells,0
A potential new weapon in the war against superbugs,0
The CARES Act was introduced in January 2019 which proves the COVID-19 pandemic was planned in advance.,1
Alcohol and coronavirus (COVID-19): Myths and effects on the,0
“Wheel of Fortune” Returns with Safety Protocols,0
Mandatory BCG vaccination may slow spread of COVID-19,0
Beijing Schools Close During New COVID-19 Outbreak,0
There is no second wave of COVID-19; this second wave is really just the normal flu/common cold season that happens every year,1
COVID-19 Cases Rebound Across the South and West,0
Psychologist Talks to Healthline About Mental Strain of COVID-19,0
"Coronavirus tests: Methods, availability, and accuracy",0
Graphics shared thousands of times on social media claim to show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask.,1
Pandemic 'Silver Lining:' Better Sleep for Some,0
Trump: No Mask? Try Scarf for COVID-19 Protection,0
Several Aides to VP Pence Test Positive,0
The U.S. CDC encourages the use of a “[COVID-19] flu shot” on children.,1
False Hope? What Happens If a COVID-19 Vaccine Isn’t Ready by Early Next Year,0
